"2010
Sh’000",Column,"2010
Sh’000"
"3,115","1,712","3,115"
45,-,45
"3,160","1,712","3,160"
"(16,173 )","9,112","(16,173 )"
46,-,46
"(16,127 )","9,112","(16,127 )"
"(12,967 )","10,824","(12,967 )"
"106,217","72,243",-
(138 ),-,-
"106,079","72,243",-
"(2,984 )","79,406",-
"103,095","151,649",-
"90,128","162,473","(12,967 )"
"1,183,885","475,653","875,473"
"355,165","142,696","262,642"
"(42,986 )","(75,794 )","(136,664 )"
"(272,094 )","(76,456 )","(188,988 )"
"49,952","172,027","49,952"
45,-,45
46,-,46
"90,128","162,473","(12,967 )"
