Group,Column
2018,2017
Ksh’000,Ksh’000
"1,160,404","1,622,768"
"1,321,113","562,980"
"855,642","232,471"
"1,267,271","2,236,207"
"49,387","42,524"
"(183,446)",-
"30,015","23,473"
"72,796",-
"426,451","716,285"
"4,999,634","5,436,708"
