Group,Column
2019,2018
Ksh’000,Ksh’000
"332,721","332,721"
"589,753","589,753"
"1,182,443","2,389,857"
"37,385,913","34,358,987"
"798,530","798,530"
"11,286,455","12,427,316"
"51,575,815","50,897,164"
"26,870,961","24,463,568"
"(5,393,271)","(6,022,022)"
"21,477,690","18,441,546"
41.64%,36.23%
