"1,666,309","3,208,611",opening valuation,"1,289,540","2,422,116"
,,Movements in the year:,,
"1,112,066","364,097",Additions,"12,361","81,350"
"(880,560)","(1,740,278)",Disposals,"(641,393)","(1,016,974)"
"835,057","(166,121)",Fair value gain,"428,270","(196,952)"
"1,066,563","(1,542,302)",,"(200,762)","(1,132,576)"
"2,732,872","1,666,309",Closing valuation,"1,088,778","1,289,540"
