Group,Column,Company,Column
2024,2023,2024,2023
Ksh’000,Ksh’000,Ksh’000,Ksh’000
"(411,145)","(268,259)","(105,808)","(100,074)"
"136,489","192,073",390,-
"(65,004)","(155,061)","(54,944)","(5,734)"
-,"(169,199)",-,-
"(19,796)","(10,699)",-,-
"(359,456)","(411,145)","(160,362)","(105,808)"
"(383,938)","(419,152)","(160,362)","(105,808)"
"24,482","8,007",-,-
"(359,456)","(411,145)","(160,362)","(105,808)"
