"736,426
-
3,894,549
1,289,981
(360,754)
5,114,074
8,240,531","970,542
-
1,016,041
261,266
1,102,917
8,701,680
-","661,481
17
225,480
307,183
-
2,778,770
-","523,715
7,062
222,211
(148,714)
-
3,286,280
-","430,89
6,13
45,44
31,17
6,105,77"
"18,914,807","12,052,446","3,972,931","3,890,554","6,619,42"
"(9,894,452)
(1,892,222)
(1,142,320)","(1,019,796)
(783,007)
(552,191)","(129,443)
-
(50,825)","(297,496)
-
(25,726)","(299,181
(9,897"
"(12,928,994)","(2,354,994)","(180,268)","(323,222)","(309,078"
"5,985,813","9,697,452","3,792,663","3,567,332","6,310,34"
"(9,808,365)
(4,059,656)","(8,744,233)
(183,156)","(5,051,105)
(37,031)","(5,095,520)
(27,406)","(4,769,396
(4,303"
"(13,868,021)","(8,927,389)","(5,088,136)","(5,122,926)","(4,773,699"
"6,494,189
-
-
-
(3,031,040)
6,426,000
-","3,151,465
(517)
(46,681)
-
(1,251,153)
100
6,834,610","-
(3,517)
(41,739)
-
(608,493)
-
-","4,149,532
(1,933)
-
(1,000,000)
(400,763)
-
-","(612
(229,872"
"9,889,149","8,687,824","(653,749)","2,746,836","(230,484"
"2,006,941","9,457,887","(1,949,222)","1,191,242","1,306,16"
"9,006,348
2,006,941
(815,829)
-","(447,453)
9,457,887
-
(4,086)","1,501,769
(1,949,222)
-
-","322,410
1,191,242
-
(11,883)","(981,204
1,306,16
(2,550"
"10,197,460","9,006,348","(447,453)","1,501,769","322,41"
