"Private Equity
Ksh’000
231,145
3,037,477
50,563
186,080
-
2,684,132
(2,087,287)
2,961
(900)
761,107
145,703
(81,513)
-","Real Estate
Ksh’000
-
-
-
-
3,793,092
314,174
(3,524,549)
43,466
-
-
-
-
7,097,584","Marketable
Securities
Ksh’000
-
314,390
-
-
-
-
-
-
(15,398)
-
-
-
-","Total
Ksh’000
231,145
3,351,867
50,563
186,080
3,793,092
2,998,306
(5,611,836)
46,427
(16,298)
761,107
145,703
(81,513)
7,097,584"
"4,929,468","7,723,767","298,992","12,952,227"
"(2,258,471)
(1,009,743)
(1,159,138)
(1,479,329)","(2,328,729)
-
(612,318)
(236,021)","(403,387)
-
(556,947)
-","(4,990,587)
(1,009,743)
(2,328,403)
(1,715,350)"
"(977,213)","4,546,699","(661,342)","2,908,144"
"351,875","(656,279)",-,"(304,404)"
"(625,338)","3,890,420","(661,342)","2,603,740"
"52,449,758
(4,737,299)
(42,194,285)
(1,149,977)","57,819,457
(14,940,481)
(13,411,588)
338,799","2,470,092
-
(349,531)
-","112,739,307
(19,677,780)
(55,955,404)
(811,178)"
"4,368,197","29,806,187","2,120,561","36,294,945"
"26,186,821
(10,759,070)
(4,879,833)
39,498","47,728,449
(5,831,472)
(14,587,572)
(752,758)","2,256,591
-
(349,531)
-","76,171,861
(16,590,542)
(19,816,936)
(713,260)"
"10,587,416","26,556,647","1,907,060","39,051,123"
