2024,2023
Ksh’000,Ksh’000
"43,855,237","41,193,072"
"1,187,028","31,931"
"(1,136,032)","242,205"
"7,097,584","2,129,175"
"(235,105)","(790,782)"
"(295,945)","1,049,636"
"50,472,767","43,855,237"
"3,399,103",-
"418,549","296,142"
"3,264,166","1,833,033"
"15,766",-
"7,097,584","2,129,175"
"3,698,481","2,129,175"
"3,399,103",-
"16,905,391",-
-,"12,335,000"
"11,365,619","12,374,619"
"542,611","533,695"
"21,659,146","18,611,923"
"50,472,767","43,855,237"
"7,097,584","2,129,175"
"(295,945)","1,049,636"
