"2011
Kshs’000",Column,"2011
Kshs’000"
"175,768","143,289","509,797"
"6,276","2,259","4,559"
"77,950","6,022","77,950"
"964,613","854,626","833,339"
"1,004,221",-,"229,060"
"9,808
6,209","-
25,485","9,808
6,209"
"16,586","6,576","14,074"
"2,261,431","1,038,257","1,684,796"
"1,223,906","1,009,275","1,426,659"
"9,808",-,"9,808"
"1,233,714","1,009,275","1,436,467"
"1,027,717","28,982","248,329"
"2,261,431","1,038,257","1,684,796"
