Group,Column
2019,2018
Ksh’000,Ksh’000
"13,904,350","6,750,970"
"4,259,994","11,000,155"
"(47,482)","(275,121)"
"509,215","139,504"
"(3,160,512)","(3,711,158)"
"15,465,565","13,904,350"
