Non- Executive,Chairman,Membership,Y,N,N,N
,,Attendance,3/4,-,-,-
Executive,Group CEO,Membership,Y,N,N,N
,,Attendance,4/4,-,-,-
Non-Executive,Chair-FIC,Membership,Y,N,N,Y
,,Attendance,3/4,-,-,2/3
Non-Executive,"Chair-
Nomination and
Governance",Membership,Y,Y,Y,Y
,,Attendance,4/4,4/5,2/3,3/3
Non-Executive,Board member,Membership,Y,N,N,N
,,Attendance,3/4,-,-,-
Non-Executive,Board Member,Membership,Y,N,N,Y
,,Attendance,3/4,-,-,3/3
Non-Executive,Chair-Risk,Membership,Y,Y,Y,Y
,,Attendance,3/4,4/5,3/3,3/3
Non-Executive,Chair- Audit,Membership,Y,Y,Y,N
,,Attendance,3/4,5/5,3/3,-
Non-Executive,Board Member,Membership,Y,Y,Y,Y
,,Attendance,4/4,4/5,1/3,3/3
Non-Executive,"Committee
member",Membership,Y,Y,N,N
,,Attendance,4/4,3/5,0/3,-
