Group,Column
2019,2018
Ksh’000,Ksh’000
"801,302","1,160,404"
"1,164,053","1,321,113"
"924,132","1,331,480"
"2,360,702","1,267,271"
-,"(183,446)"
"11,309","30,015"
"39,365","72,796"
"5,300,863","4,999,633"
