Group,Column
2019,2018
Ksh’000,Ksh’000
"2,442,398","2,117,874"
"120,032","98,493"
"35,771","57,515"
"282,830","243,378"
"427,656","601,224"
"793,241",-
"1,965,538",-
"27,670","30,030"
"109,119","64,991"
"64,348","13,319"
"13,014","15,963"
"6,967","6,699"
"353,465","377,772"
"146,329","306,837"
"27,505","20,789"
"1,504,624","1,364,473"
"(1,648,317)",-
"606,449","1,348,249"
"7,278,639","6,667,606"
"2,885,221","2,515,764"
"2,264,965","2,123,637"
"2,128,453","2,028,205"
"7,278,639","6,667,606"
