"Fully
performing
Shs’000",Column,"Impaired
Shs’000"
"505,371",-,-
"345,000",-,-
"48,641",-,-
"899,012",-,-
-,-,"2,825"
-,-,"1,087"
"10,131",-,-
"10,131",-,"3,912"
