2024,2023,2024,2023
Ksh’000,Ksh’000,Ksh’000,Ksh’000
"25,026","15,475","2,391",790
"3,905,108","2,325,520","46,876","24,146"
"3,930,134","2,340,995","49,267","24,936"
"12,234,152","13,377,453","572,904","629,657"
"(12,837,547)","(13,007,947)","(1,163,504)","(1,155,911)"
"(5,924,230)","(4,635,029)","(39,553)","(38,763)"
"(18,761,777)","(17,642,976)","(1,203,057)","(1,194,674)"
-,-,-,-
"(191,834)","(192,713)","(24,076)","(24,679)"
"(191,834)","(192,713)","(24,076)","(24,679)"
"(2,789,325)","(2,117,241)","(604,962)","(564,760)"
"658,283","668,725","108,525","88,249"
-,-,"(115,961)","(122,251)"
"(565,380)","(412,942)","(10,127)","(8,762)"
-,-,-,"(206,299)"
"92,903","255,783","(17,563)","(249,063)"
"(764,986)","(2,277,750)","(23,242)","(37,702)"
-,"(2,328,439)",-,-
-,-,603,"30,471"
"(672,083)","(4,350,406)","(40,202)","(256,294)"
"(672,083)","(4,350,406)","(40,202)","(256,294)"
"(747,309)","554,590","17,569","3,610"
"1,060,432","(91,362)",-,(120)
"(290,349)","(465,190)","(15,968)","(4,081)"
"15,475",17437,790,"1,381"
"38,249","15,475","2,391",790
