"2011
Kshs’000"
"1,684,796"
"(201,853)"
"(89,113)
(154,697)"
"(445,663)"
"1,239,133"
"(1,950)"
"1,237,183"
"(833,339)"
"902,681"
"1,990,419"
"12,165"
"86,192"
"2,158,118"
