"2024
Ksh’000
2,595,028
(2,087,287)","2023
Ksh’000
1,961,862
(1,237,839)"
"507,741","724,023"
"(864,378)
(114,428)
(234,838)","(642,336)
(58,371)
(142,343)"
"(705,903)","(119,027)"
"3,737,397
(3,267,338)
470,059","1,931,525
(1,645,872)
285,653"
"43,466","88,952"
"(663,517)","(685,324)"
"(149,992)","(310,719)"
"3,698,481
55,695
(1,091,094)","2,129,175
75,608
124,394"
"2,513,090","2,018,458"
"314,174
(257,211)
13,805
(184,822)
-
36,961
(888,365)","234,866
(214,185)
16,255
(182,113)
(1,116,581)
(3,875,015)
(1,953,589)"
"(965,458)","(7,090,362)"
"4,035,227
(2,023,633)
(707,933)
(1,643,879)
(224,343)
145,703
(81,513)","6,373,761
(2,920,756)
(567,116)
(2,519,614)
(31,914)
-
-"
"(500,371)","334,361"
"607,436
(556,947)
-
(403,386)","235,708
(476,750)
(695,172)
(458,541)"
"(352,897)","(1,394,755)"
"60
(130,210)
(349,270)
3,399,103","-
-
-
-"
"2,919,683",-
"2,908,144
(304,404)","(6,251,325)
(1,063,265)"
"2,603,740","(7,314,590)"
"2,807,430","(4,179,610)"
"(203,690)","(3,134,980)"
"2,603,740
4.27","(7,314,590)
(6.32)"
