Amu Power Ltd,51.00%,"2,100","2,144"
Akiira Geothermal Limited,37.50%,"1,510","1,491"
ACE Holdings Limited,16.40%,643,556
Greenblade Growers Limited,100%,212,185
King Beverage Limited,100%,513,471
"Assets under development
(healthcare, agribusiness and
business development costs)",100%,330,241
Total,,"5,309","5,088"
