"2022
Ksh’000
1,901,023
226,309
169,355
6,962","2021
Ksh’000
699,295
156,738
139,759
-","2022
Ksh’000
-
-
-
-","2021
Ksh’000
-
-
-
-"
"2,303,649","995,792",-,-
"3,718,440
1,477,914
201,508
77,531
31,323
1,685
81,654
9,836","2,731,948
1,157,290
157,829
137,147
31,601
13,188
100,217
8,848","-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-"
"5,599,891","4,338,068",-,-
"-
-","17,266
415","-
-","-
-"
-,"17,681",-,-
"7,903,540","5,351,541",-,-
"147,634
793,633
(76,893)
(99,553)
319,697","152,277
725,544
(61,140)
5,249
(155,497)","172,835
1,130,443
91,314
(49,766)
317,096","138,511
1,271,997
-
-
106,362"
"1,084,518","666,433","1,661,922","1,516,870"
"-
131,325
16,309","-
135,784
16,493","41,510
131,325
-","-
135,784
2,727"
"147,634","152,277","172,835","138,511"
