-,-,Subsidiaries,"1,343,720",-
-,"28,742",Associates,"225,983","112,109"
"319,845","127,591",unquoted investments,"195,369","127,591"
"140,356","144,224",Quoted investments,"23,574","43,768"
"460,201","300,557",,"1,788,646","283,468"
