"2011
Kshs’000",Column,"2011
Kshs’000"
"3,012","3,115","3,012"
-,45,-
"3,012","3,160","3,012"
"(3,188)","(16,173)","(3,284)"
"2,222",46,"2,222"
(966),"(16,127)","(1,062)"
"2,046","(12,967)","1,950"
