"2003
Shs’000"
"17,800
6,116
40,282
1,054
129,295
1,205,133
606,636
617,704"
"2,624,020"
"681
6,665
30,448
373
151,713
-
608"
"190,488"
"2,814,508"
"274,976
589,753
509,018
1,158,948
120,989"
"2,653,684"
"4,417"
"9,219
-
128,794
18,394"
"156,407"
"2,814,508"
