"2024
Ksh’000
7,948,299
3,351,867
(2,023,633)","2023
Ksh’000
5,505,418
5,246,920
(2,920,756)"
"1,328,234","2,326,164"
"9,276,533","7,831,582"
"(5,611,836)","(3,097,896)"
"3,664,697","4,733,686"
"7,097,584
145,703
102,123
(4,043,753)
(1,009,743)","2,129,175
-
166,199
(4,506,137)
(5,227,588)"
"5,956,611","(2,704,665)"
"(2,966,954)
(81,513)
-","(2,430,079)
-
(1,116,581)"
"2,908,144
(304,404)","(6,251,325)
(1,063,265)"
"2,603,740","(7,314,590)"
"(402,091)
-
2,579
337,132","(596,044)
(1,110)
966
(1,166,225)"
"(62,380)","(1,762,413)"
"2,541,360","(9,077,003)"
"2,745,050
(203,690)","(5,942,023)
(3,134,980)"
"2,541,360","(9,077,003)"
