"Portfolio value 14,694 14,487 9,015"
Net assets (19) 53 142
"Debt (1,000) (1,988) -"
"Shareholder s’ funds (NAV) 13,685 12,552 9,157"
Gearing 7.3% 15.8% -
nAv per share (Kshs.) 20.57 18.86 13.76
