"Private Equity
Ksh’000
202,525
164,671
22,198
202,940
-
1,811,201
(1,312,690)
810,386
207,065
98,610
28,170
738,029
45,204
-","Real Estate
Ksh’000
-
-
-
-
2,584,083
265,353
(2,374,843)
101,683
-
-
-
-
-
3,202,080","Marketable
Securities
Ksh’000
-
159,706
-
-
-
-
-
-
(7,821)
-
-
-
-
(2,009)","Total
Ksh’000
202,525
324,377
22,198
202,940
2,584,083
2,076,554
(3,687,533)
912,069
199,244
98,610
28,170
738,029
45,204
3,200,071"
"3,018,309","3,778,356","149,876","6,946,541"
"(1,248,335)
(31,586)
(456,101)
(943,020)","(246,389)
-
(840,056)
(261,149)","(199,816)
-
(584,607)
-","(1,694,540)
(31,586)
(1,880,764)
(1,204,169)"
"339,267","2,430,762","(634,547)","2,135,482"
"(384,491)","(938,174)",-,"(1,322,665)"
"(45,224)","1,492,588","(634,547)","812,817"
"26,186,821
(10,759,070)
(4,879,833)
39,498","47,728,449
(5,831,472)
(14,587,572)
(752,758)","2,256,591
-
(349,531)
-","76,171,861
(16,590,542)
(19,816,936)
(713,260)"
"10,587,416","26,556,647","1,907,060","39,051,123"
"34,268,156
(4,344,618)
(4,596,906)
455,536","46,524,352
(13,510,056)
(16,321,851)
(1,183,287)","1,557,975
-
(332,623)
-","82,350,483
(17,854,674)
(21,251,380)
(727,751)"
"25,782,168","15,509,158","1,225,352","42,516,678"
