Group,Column
2018,2017
Ksh’000,Ksh’000
"9,195,750","11,070,736"
"821,040","377,548"
"409,376","178,450"
"2,009,623","1,792,825"
"195,884","438,652"
"12,631,672","13,858,211"
"(859,551)","(1,224,803)"
"11,772,121","12,633,408"
