"Motor
Vehicles
Ksh’000
27,536
(27,536)","Equipment
Ksh’000
-
-","Computers
Ksh’000
23,869
(16,714)","Furniture
& Fittings
Ksh’000
126,223
(64,183)","Total
Ksh’000
177,628
(108,433)"
-,-,"7,155","62,040","69,195"
"-
-
-","-
3,444
(1,230)","7,155
3,626
(5,644)","62,040
15,052
(22,324)","69,195
22,122
(29,198)"
-,"2,214","5,137","54,768","62,119"
"27,536
(27,536)","3,444
(1,230)","27,495
(22,358)","141,275
(86,507)","199,750
(137,631)"
-,"2,214","5,137","54,768","62,119"
"27,536
(27,536)
-
-
-
-","-
-
-
-
-
-","21,994
(15,186)
6,808
6,808
1,875
(1,528)","124,182
(52,059)
72,123
72,123
2,041
(12,124)","173,712
(94,781)
78,931
78,931
3,916
(13,652)"
-,-,"7,155","62,040","69,195"
"27,536
(27,536)","-
-","23,869
(16,714)","126,223
(64,183)","177,628
(108,433)"
-,-,"7,155","62,040","69,195"
