"2003
Shs’000"
"8,413
(610)"
"7,803"
"61,024
(359)"
"60,665"
"(22,394)
(2,547)"
"(24,941)"
"35,724"
"43,527"
"202,826"
"60,848
(31,685)
(5,064)
22,334
(2,906)"
"43,527"
