"2025
Ksh’000
5,075,120
324,377
(40,293)","2024
Ksh’000
7,948,299
3,351,867
(2,023,633)"
"284,084","1,328,234"
"5,359,204","9,276,533"
"(3,687,533)","(5,611,836)"
"1,671,671","3,664,697"
"3,202,080
207,892
738,029
45,204
1,013,202
(3,084,932)
(31,586)","7,097,584
145,703
-
-
102,123
(4,043,753)
(1,009,743)"
"3,761,560","5,956,611"
"(1,654,248)
31,530
(3,360)","(2,966,954)
(81,513)
-"
"2,135,482","2,908,144"
"(1,322,665)","(304,404)"
"812,817","2,603,740"
"302,518
2,746,047
(640,804)
44,032","-
(402,091)
2,579
337,132"
"2,451,793","(62,380)"
"3,264,610","2,541,360"
"3,699,469
(434,859)","2,745,050
(203,690)"
"3,264,610","2,541,360"
