"2022
Ksh’000
3,237,650
41,193,072
7,551,257
361,335
859,576
449,603
126,643
978,905
1,116,581
5,468,619
8,295
4,082,564
-
138,639
738,021
399,738
6,697,243
1,200,021
1,196,077","2021
Ksh’000
4,453,925
41,528,010
6,485,145
361,335
1,061,538
825,655
941,965
1,094,479
2,108,890
4,060,015
429,104
12,481,002
20,422,533
165,445
846,320
595,395
5,694,180
754,774
5,122,495"
"75,803,839","109,432,205"
"43,029,504",-
"118,833,343","109,432,205"
"332,721
589,753
1,319,597
40,663,839
390,983","332,721
589,753
224,178
41,752,206
219,596"
"43,296,893","43,118,454"
"4,072,947","3,930,250"
"47,369,840","47,048,704"
"20,626,420
-
-
4,738,811
3,560,087
274,111
131,479
4,409,064
143,886","21,008,981
23,069,729
4,492,116
3,597,608
4,327,565
310,303
260,529
4,158,918
1,157,752"
"33,883,858","62,383,501"
"37,579,645",-
"118,833,343","109,432,205"
