Group,Column
2018,2017
Ksh’000,Ksh’000
"(97,268)","154,298"
"369,294","602,853"
"60,141","65,152"
"(780,613)","(919,571)"
"18,729",-
"(3,775)",-
"(433,492)","(97,268)"
"(459,008)","(328,116)"
"25,516","230,848"
"(433,492)","(97,268)"
