"132,276
343,959
3,916,200","-
-
-","-
-
-","8,201,946
-
-","-
-
-","-
-
-","8,334,222
343,959
3,916,200"
"4,392,435",-,-,"8,201,946",-,-,"12,594,381"
"52,448
188,392
-
6,777","110,133
-
-
-","-
-
-
-","220,267
-
4,432,972
-","-
-
6,000,000
-","-
-
-
-","382,848
188,392
10,432,972
6,777"
"247,617","110,133",-,"4,653,239","6,000,000",-,"11,010,989"
"4,144,818","(110,133)",-,"3,548,707","(6,000,000)",-,"1,583,392"
"51,345
124,253
3,672,877","-
-
-","537,081
-
-","7,349,711
-
-","-
-
-","-
-
-","7,938,137
124,253
3,672,877"
"3,848,475",-,"537,081","7,349,711",-,-,"11,735,267"
"40,050
-
-
77,271","-
-
3,316,749
-","369,250
62,411
-
-","115,529
-
4,252,526
-","-
-
-
-","-
-
-
-","524,829
62,411
7,569,275
77,271"
"117,321","3,316,749","431,661","4,368,055",-,-,"8,233,786"
"3,731,154","(3,316,749)","105,420","2,981,656",-,-,"3,501,481"
