Group,Column
2018,2017
Ksh’000,Ksh’000
"2,564,275","702,339"
"531,370","255,295"
"6,019","276,831"
688,-
514,-
68,-
-,-
"209,024","265,355"
"35,831","15,839"
"6,398","11,018"
-,-
"3,354,188","1,526,677"
"1,341,127","94,364"
"65,219","2,438"
561,"65,884"
"8,498,491","5,153,574"
-,-
"9,905,398","5,316,260"
