Group,Column
2019,2018
Ksh’000,Ksh’000
"654,294","491,776"
"308,057","320,705"
"962,351","812,481"
"1,572,472","1,159,438"
"152,502","67,816"
"(50,179)","(187,918)"
-,"77,750"
"842,811","1,036,256"
"2,517,606","2,153,342"
-,"(392,141)"
"2,517,606","1,761,201"
"3,479,957","2,573,682"
