"519,352","1,218,294","51,000","1,788,646"
-,"39,784",-,"39,784"
"11,189",-,-,"11,189"
-,"15,401",-,"15,401"
"3,395,076","479,834","2,010,528","5,885,438"
"3,925,617","1,753,313","2,061,528","7,740,458"
"(10,876)",-,"(451,078)","(461,954)"
"(282,819)","(70,903)","(76,955)","(430,677)"
"(8,880)","(38,770)",(673),"(48,323)"
"3,623,042","1,643,640","1,532,822","6,799,504"
45.1%,35.2%,84.1%,48.0%
41.6%,33.0%,62.6%,42.1%
"10,459,172","3,748,424","5,099,849","19,307,445"
"(79,939)","1,233,009","(174,282)","978,788"
"(1,674,336)",-,"(2,475,196)","(4,149,532)"
"8,704,897","4,981,433","2,450,371","16,136,701"
"14,060,848","5,024,502","10,286,150","29,371,500"
"(91,608)","1,213,962","(2,065,519)","(943,165)"
"(1,710,807)","(1,008,247)","(2,773,076)","(5,492,130)"
"12,258,433","5,230,217","5,447,555","22,936,205"
,,,"6,799,504"
