"2003
Shs’000"
"60,710
(8,172)
(4,923)
125,059"
"172,674"
"(206,103)
(92,637)
-
110,869
(30,000)
12,250
(2,181)
(1,527)
220
(91)"
"(209,200)"
"(106,934)
-"
"(106,934)"
"(143,460)
15,572"
"(127,888)"
