Column,FTEs1,Key qualifications,"Cumulative
experience"
"CEO 1 - LLB, CFA 11 years
- CPA (K), CIMA & LSK",,,
"Private Equity 3 - MBA , Bcom, BA, MA, MEng, 22 years
- CFA(1), CFA Level III (1), CPS K (1), CPAK (2) , CAIA level II (1)",,,
"Quoted 4 - Bcom(1), Actuarial Science (1), BA(2)
Private Equity - CPA (1) , CFA Level II & III(3), FCCA(1), Certificate in dealing (1) 16 years",,,
"Real Estate & 3 - BSC Civil Engineering (2), BA(1)
Infrastructure - Certified Project Management Professional (1), CPAK (1), CAIA(1), 14 years
CFA level III candidate(1)",,,
"Finance 3 - MBA(1), BBM, (1), Bcom(2)
- FCCA (1), CPA K (3), CFA E.A.(1) CFA Level I (1), CIMA Level I (1) 17 years",,,
"Other shared 8 - MBA, LLB , Bsc Actuarial Science, Bsc Computer Science
services2 - CPAK(1), CPSK (1), Member of Professional Risk Managers, Cisco Over 15
Certified Network Professional, Member of Institute of Information years
Systems member, Diploma IHRM",,,
