"4,883,200","3,905,657"
"(575,485)","(379,960)"
"(220,341)","(140,220)"
"(469,355)","(400,763)"
"(1,265,181)","(920,943)"
"393,432","263,259"
"4,011,451","3,247,973"
"(956,081)","(738,577)"
"3,055,370","2,509,396"
"3,020,202","2,509,396"
"35,168",-
"3,055,370","2,509,396"
"32,761","41,918"
"(287,772)","(791,726)"
"2,965,632","1,018,737"
"865,064","835,057"
-,"(11,883)"
"3,575,685","1,092,103"
"6,631,055","3,601,499"
"6,362,088","3,601,499"
"268,967",-
"6,631,055","3,601,499"
Kshs 4.54,Kshs 3.77
