"19,254","5,114",At start of year,"19,495","5,146"
"2,400",-,Tax payable on acquisition of subsidiary,-,-
"240,084","39,866",Charge for the year,"46,286","39,054"
"(50,825)","(25,726)",Payments during the year,"(37,982)","(24,705)"
"210,913","19,254",At end of year,"27,799","19,495"
