"903,549",-,"163,630","1,067,179"
"968,326",-,"98,134","1,066,460"
"639,142",-,-,"639,142"
"36,792",-,-,"36,792"
"183,155","246,561",-,"429,716"
"3,780,131","78,707","474,037","4,332,875"
"3,739,212","1,828,003","357,117","5,924,332"
"10,250,307","2,153,271","1,092,918","13,496,496"
"(624,893)","(309,021)","(64,431)","(998,345)"
"(1,815,255)","(518,446)","(124,654)","(2,458,355)"
"7,810,159","1,325,804","903,833","10,039,796"
"(912,798)","(348,238)","(14,609)","(1,275,644)"
"6,897,361","977,565","889,224","8,764,151"
110%,40%,20%,67%
74%,18%,17%,44%
"12,291,258","11,097,038","6,208,925","29,597,220"
"(2,719,054)","(2,773,076)",-,"(5,492,130)"
"(32,576)","(2,949,408)","(850,270)","(3,832,253)"
"(268,008)",-,-,"(268,008)"
"9,271,620","5,374,554","5,358,655","20,004,829"
"45,749,531","17,566,183","8,915,673","72,231,387"
"(7,753,410)","(2,857,690)","628,500","(9,982,600)"
"(16,450,680)","(2,249,634)","(4,993,960)","(23,694,274)"
-,"(6,925,016)",-,"(6,925,016)"
"(2,958,627)","(2,170,472)",-,"(5,129,099)"
"18,586,814","3,363,371","4,550,213","26,500,398"
