Loss for the year,"(662,107)","(1,981,725)"
,"418,486","267,700"
Total comprehensive loss,"(243,621)","(1,714,025)"
Attributable to:,,
,"(176,642)",
Non-controlling interest,"(66,979)","(592,285)"
,"(243,621)","(1,714,025)"
,(0.89),(2.09)
