Ishara kwa asililimia ya mabadiliko kila mwaka,Column,Column,Column
Mwaka,"Thamani ya hisa ya
Centum iliyoongezwa
mgao wa faida (Asilimia)","Kiwango katika Soko la
Hisa baada ya kuongeza
mgao wa faida (Asilimia)","Kulinganishwa
kwa utendaji
kazi (Asilimia)"
2010,56%,43%,13%
2009,-30%,-40%,10%
2008,0%,-5%,5%
2007,39%,21%,18%
2006,37%,8%,29%
2005,62%,49%,13%
