"31 March
2008
Shs’000
4,150
37,180
699
2,945,295
1,835,881
2,832,079
72,380
22,462
86,532"
"7,836,658"
"59,687
111,758
2,928
79,452
48,303"
"302,128
7,064"
"309,192"
"8,145,850"
"274,976
589,753
3,699,739
3,513,661"
"8,078,129"
"25,857
41,864
-"
"67,721"
"8,145,850"
