Vipingo Development Limited,100%,"13,865","7,646",Net Asset Value
Two Rivers Development Limited,58.30%,"9,898","12,357",Net Asset Value
Centum Development Limited,100%,"8,710","7,464",Net Asset Value
Vipingo Estates Limited,100%,"1,568","1,012",Net Asset Value
Uhuru Heights,100%,819,855,Net Asset Value
Rasimu Limited,100%,604,742,Net Asset Value
Athena Properties Limited,100%,351,150,Net Asset Value
Broll,30%,37,37,Net Asset Value
Others,,38,37,
Total,,"35,890","30,300",
