"7,003,874
16,514,196
3,167,397
443,967
293,113
9,161
4,477,705
8,570,126
5,977,198
1,369,032
12,953,674
-
584,739
2,502,497
903,593
983,710
190,104
1,911,990
10,197,460","4,273,31
17,774,82
3,167,39
171,61
216,98
9,48
3,967,48
1,647,02
6,678,01
2,979,17
11,061,45
4,928,00
366,10
2,734,42
326,09
1,083,66
108,93
1,839,98
9,006,34"
"78,053,536","72,340,32"
"332,721
589,753
4,674,957
28,245,913
665,442","332,72
589,75
7,021,95
18,555,97"
"34,508,786
8,749,463","26,500,39
5,129,09"
"43,258,249","31,629,49"
-,"6,925,01"
"43,258,249","38,554,51"
"12,039,864
16,356,220
3,337,500
6,777
-
127,596
344,402
2,582,928","12,400,61
9,982,60
3,077,67
78,02
4,928,00
174,57
593,22
2,551,08"
"34,795,287","33,785,80"
"78,053,536","72,340,32"
