Group,Column
2018,2017
Ksh’000,Ksh’000
"2,926,501","2,127,341"
"(549,599)","(181,300)"
"2,376,902","1,946,041"
"950,716","854,886"
"1,470,156","659,878"
"(299,059)",-
"679,976","703,844"
-,-
"31,620","80,967"
"5,210,311","4,245,616"
"2,874,414","2,447,715"
"(2,207,439)","(2,207,439)"
"666,975","240,276"
"5,877,286","4,485,892"
