Group,Column
2019,2018
Ksh’000,Ksh’000
"2,162,284","2,027,254"
-,-
"41,867","121,058"
"(73,967)","9,332"
-,"4,640"
"2,130,184","2,162,284"
"(757,499)","(460,088)"
"2,887,683","2,622,372"
"2,130,184","2,162,284"
