"2025
Ksh’000
1,811,201
(1,312,690)","2024
Ksh’000
2,595,028
(2,087,287)"
"498,511","507,741"
"(756,770)
(28,780)
(202,789)","(864,378)
(114,428)
(234,838)"
"(489,828)","(705,903)"
"2,482,950
(2,156,160)","3,737,397
(3,267,338)"
"326,790","470,059"
"25,887
(921,634)","43,466
(663,517)"
"(568,957)","(149,992)"
"1,972,364
101,133
5,442","3,698,481
55,695
(1,091,094)"
"1,509,982","2,513,090"
"265,353
(218,683)
101,683
(179,571)
40,347
(251,831)","314,174
(257,211)
13,805
(184,822)
36,961
(888,365)"
"(242,702)","(965,458)"
"488,419
(40,293)
(35,140)
(391,524)
(8,013)
-
45,204
31,530","4,035,227
(2,023,633)
(707,933)
(1,643,879)
(224,343)
145,703
-
(81,513 )"
"90,183","(500,371)"
"1,029,978
(8,648)
207,892
(3,360)
738,029
(584,606)
(199,816)","607,436
-
-
-
-
(556,947)
(403,386)"
"1,179,468","(352,897)"
"114,743
(250,827)
(1,005,254)
1,229,716","60
(130,210)
(349,270)
3,399,103"
"88,379","2,919,683"
"2,135,482
(1,322,665)","2,908,144
(304,404)"
"812,817","2,603,740"
"1,340,467
(527,650)","2,807,430
(203,690)"
"812,817","2,603,740"
