Portfolio Income 429 554
"Unrealised gains 1,886 1,880"
"Gross Return 2,315 2,433"
Finance costs (29) -
Portfolio Costs (119) (165)
"Total Return 2,168 2,268"
Gross return 65.3% 43.4%
Total return 61.1% 40.5%
"Closing portfolio value 5,491 7,572"
