Group,Column
2019,2018
Ksh’000,Ksh’000
"2,745,989","4,135,409"
"279,000","236,978"
"(3,148)",-
"(216,844)","(150,544)"
"115,673","81,149"
-,"(294,863)"
-,"(1,262,140)"
"2,920,670","2,745,989"
