"4,306,221","1,427,206",At start of year,"13,129,466","10,340,881"
"337,124","837,929",Additions,"1,243,110","1,856,104"
"(39,666)","(8,063)",Disposals,"(39,666)","(1,474,454)"
-,"1,030,412",Transfer from associates,-,-
"2,965,631","1,018,737",Fair value gains/(loss),"5,866,222","2,406,935"
"7,569,310","4,306,221",At end of year,"20,199,132","13,129,466"
