Porfolio Income 209 183 150
"Unrealized value movements (153) 221 1,062"
"Gross Return 56 404 1,212"
Finance costs (50) -- (17)
Portfolio costs (54) (84) (64)
"Total return (48) 320 1,131"
Gross Return 1.4% 11.5% 53.2%
total return (1.7%) 9.1% 50.1%
"Closing portfolio value 2,474 3,940 3,847"
