"2003
Shs’000"
"104,191
21,648
23,913
61,983
3,401
5,892"
"221,028"
"1,380
2,160
11,606
1,441
2,012
736
793
8,143
16,099
27,403
76,788
23,913"
"8,172"
"14,474
24
1,809
(208)"
"16,099"
