Lengo la Centum 4.0,Hatua (FY2020-2022)
"Malipo ya Mrejesho and Mgao wa mapato:
1. Kuzalisha mrejesho wa kila mwaka wa 20% na
kukuza NAV hadi Kes bilioni 70 kufikia FY2024
2. Kuwasambazia wenyehisa kiwango cha chini
zaidi cha 30% ya mapato ya pesa taslimu
kutokana na mafao.","NAV katika Bilioni Ksh. 41.0 Machi 31 2022 ilikuwa ni
kinyume na lengo la mkakati la Ksh Bilioni 47.6.
Tulitangaza mgao wa Ksh Bilioni 1.4 ikilinganishwa na
lengo la Ksh Bilioni 1.6 kati ya FY20 na FY22."
"Muundo wa mtaji na upatikanaji wa pesa
taslimu:
1. Kulipa deni la muda mrefu na kupunguza
matumizi
2. Kuboresha pochi yenye mapato ya juu ili
kuzalisha pesa taslimu endelevu kutokana na
mafao ili kugharamia wajibu usiobadilika","Deni la muda mrefu la Ksh Bilioni 13 limelipwa kutoka
Ksh Bilioni 16 mnamo Machi 2019
Tulipunguza madeni yanayotokana matukio kwa Ksh
bilioni 2.7.
Mapato ya pesa taslimu yaligharimia kikamilifu
gharama za uendeshaji na gharama ya fedha, hii
ikiwa na faida ya utendaji ya Ksh 551Mn, hii ikiwa ni
ongezeko la 125% kutoka Ksh 245 Mn katika FY2021."
"Gharama za kuendesha biashara
1. Kudumisha gharama za kuendesha biashara
chini ya 30% ya mapato kutokana na mafao","Uwiano wa gharama na mapato wa 39% ulifikiwa,
hii ikiwa ni kuimarika kutoka 44% katika mwaka
uliotangulia."
"Lengo la pochi
1. Kutenga 75%-80% ya mali kwa pochi ya ukuaji
(PE na RE)
2. Kuboresha pochi ya hisa zinazoweza kuuzwa
(MSP) hadi 20% - 30% ya jumla ya pochi","Mipango inayoendelea kuvuna kutokana na fursa ya
kipekee ambayo biashara yetu ya mali isiyohamishika
inayo katika kushughulikia mahitaji yanayokua katika
soko la kati la nyumba itafungua thamani hata zaidi
ya biashara ya mali isiyohamishika. Kuboreshwa kwa
muundo wa mtaji wa TRDL kupitia mchango wa hazina
ya mgao wa hisa kutakuwa muhimu katika mkakati
huu wa kuunda thamani na kusawazisha tena ugavi
ndani ya pochi ya ukuaji na vilevile kuongeza MSP kwa
mapato yaliyoboreshwa na endelevu ya mafao.
Thamani ya MSP ilikuwa Ksh 7.25Bn, hii ikiwakilisha
15% ya jumla ya pochi dhidi ya lengo letu la mgao wa
kimkakati wa 20% - 30%."
