2019/20,2020/21,2021/22,2022/23,2023/24
,,,,648
,,,,95
,,,,"1,327"
,,,,145
,,,,175
,,,,945
,,,,516
,,,,238
,,,,4
,,,,"4,093"
,,,,"1,350"
,,,,"2,055"
,,,,92
,,,,600
,,,,"1,789"
,,,,15
,,,,"5,901"
,,,,"3,021"
,,,,161
,,,,"1,774"
,,,,"4,956"
,,,,"10,193"
