"Number of
Region",Staff in Each,2019/20,2020/21,2021/22,2022/23,2023/24
,,,,,,"1,426"
,,,,,,"2,386"
,,,,,,982
,,,,,,909
,,,,,,488
,,,,,,"1,195"
,,,,,,838
,,,,,,"1,157"
,,,,,,"1,056"
,,,,,,"10,437"
,,,,,,4.2%
,,,,,,"8,217"
,,,,,,"2,220"
,,,,,,3.7
