"Board
Members","Full
Board",Board Committees,Column,Column,Column,Column
,,"Strategy &
Innovation","Corporate
Governance",Finance & Risk,"Audit
Committee","Technical
(Ad hoc)
Committee"
,No. of Meetings/Attendance,,,,,
,42,10,7,9,7,1
Vivienne Yeda,42/42,"4
By invitation",-,"1/1
By invitation",-,-
"Eng. Geoffrey Muli –
Ag. MD (Appointed
on 17th May 2022)",5/5,-,-,-,-,-
Mr. Kairo Thuo,18/42,6/10,"1/1
By invitation",3/3,"Chair
2/2",-
"Mr. Yida Kemoli
(Joined on 3rd
December 2021)",25/26,"1/1
By invitation","1/1
By invitation","Chair
6/6",-,-
"Maj. Gen (Rtd) Dr.
Gordon Kihalangwa
- Permanent
Secretary, Ministry
of Energy (Joined in
October 2021)",3/3,-,-,-,-,-
"Mr. Humphrey
Muhu - Alternate
Director, The
National Treasury",39/42,4/7,"1/1
By invitation",8/9,6/7,1/1
"Eng. Benson
Mwakina - Alternate
Director, Ministry of
Energy (Joined 19th
October 2021)",20/37,3/4,3/3,-,-,-
"Eng. Elizabeth Rogo
(Resigned as a
Director on 30th May
2022)",35/37,"Chair
10/10","2/2
By Invitation",-,7/7,1/1
"Abdulrazaq Ali
(Resigned as a
Director on 30th May
2022)",18/37,-,6/7,1/1,-,"Chair
1/1"
"Caroline Kittony-
Waiyaki (Resigned
as a Director on 30th
May 2022)",36/36,"2/2
By Invitation","Chair
7/7",-,6/7,-
