"1,157"
"1,511,124"
"1,487,384"
"1,552,729"
"1,724,960"
"6,277,354"
"588,396"
"6,865,750"
47
"2,692,854"
"11,480,474"
"163,858"
"419,715"
"14,756,901"
"108,552,849"
"(8,521,650)"
"100,031,199"
