REGION,2019/20,2020/21,2021/22,2022/23,2023/24
,,,,,36.5
,,,,,10.1
,,,,,13.3
,,,,,7.0
,,,,,7.8
,,,,,3.4
,,,,,16.3
,,,,,9.3
,,,,,103.6
,,,,,2.6%
