Notes,"Gross
carrying
amount","Loss
allowance",Net amount
,,,Shs’000
,,,"16,781,812"
,,,-
,,,"33,929,615"
,,,"543,100"
,,,"8,997,581"
,,,"60,252,108"
,,,"18,412,753"
,,,-
,,,"29,977,416"
,,,"501,050"
,,,"17,730,140"
,,,"66,621,359"
