Column,Bodi,"Kamati ya
Mikakati","Utawala wa
Kampuni na
Uteuzi","Kamati ya
Hatari za
Kibiashara na
Fedha","Kamati ya
ukaguzi wa
Fedha","Kamati ya
Usimamizi
wa Ununuzi
(ilikoma tarehe
24.4.19"
Idadi ya Mikutano,19,4,3,1,15,11
"Balozi Mhandisi
Mahboub Mohamed",18/19,-,-,-,-,-
"Dk. Eng. Joseph
Njoroge",2,-,-,-,-,-
Bw. Wilson Mugung’ei,15/19,3/3,-,-,11/15,11/11
Bw. Adil Khawaja,9/19,2/4,0/1,1/1,-,-
