latoT 000’shS,"2202
enuJ
03
tA","399,029,321","651,343,49","038,015,1","071,857","941,335,022","1202
enuJ
03
tA","051,367,331","293,634,69","315,910,2","383,397","834,210,332"
5> sraey 000’shS,,"452,969,16","024,746,41","875,444",-,"252,160,77",,"906,349,46","275,976,31","600,355",-,"781,671,97"
5-1 sraeY 000’shS,,"135,318,44","745,604,1","068,376",-,"839,398,64",,"132,182,94","493,239,1","530,781,1",-,"066,004,25"
"21- shtnom 000’shS
3",,"802,831,71","209,620,62","293,293",-,"205,755,34",,"690,349,51","216,208,62","274,972",-,"081,520,34"
"naht shtnom 000’shS
sseL
3",,-,"782,262,25",-,-,"782,262,25",,"412,595,3","418,120,45",-,-,"820,716,75"
nO dnamed 000’shS,,-,-,-,"071,857","071,857",,-,-,-,"383,397","383,397"
,,sgniworroB,"selbayap
rehto
dna
edarT","seitilibail
esaeL","elbayap
sdnediviD",,,sgniworroB,"selbayap
rehto
dna
edarT","seitilibail
esaeL","elbayap
sdnediviD",
