"287,476,703"
"626,480"
"2,052,797"
--
"656,211"
"10,267"
"290,822,458"
"14,608,124"
"76,021,431"
"274,935"
"7,312,543"
"98,217,033"
"389,039,491"
"4,878,667"
"22,021,219"
"82,435,680"
"109,335,566"
