REGION,2019/20,2020/21,2021/22,2022/23,2023/24
,,,,,"2,942,223"
,,,,,"697,562"
,,,,,"718,617"
,,,,,"565,414"
,,,,,"430,210"
,,,,,"233,492"
,,,,,"733,263"
,,,,,"989,884"
,,,,,"7,310,665"
,,,,,"2,349,340"
,,,,,"9,660,005"
,,,,,4.9%
